country,latitude,longitude,region,continent,ev_stock,ev_sales,battery_demand_mwh_est,total_battery_factories,total_battery_capacity_gwh,dc_fast_chargers,ac_chargers,avg_power_kw,net_lithium_import_t,net_cobalt_import_t,net_nickel_import_t,net_graphite_import_t,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,lithium_production_t,cobalt_production_t,nickel_production_t,graphite_production_t,domestic_mineral_capacity,mineral_self_sufficiency_pct,import_dependency_pct,supply_risk_score,geopolitical_risk_score,supplier_diversity_index,disruption_probability,risk_category,factory_utilization_pct,battery_export_gwh,battery_import_gwh,production_cost_usd_per_kwh,average_factory_age_years,annual_battery_output_gwh,charger_density_per_1000_ev,public_charging_ratio,charging_readiness_score,charger_growth_rate_pct,transport_mode,average_shipping_distance_km,logistics_cost_usd_per_ton,on_time_delivery_rate_pct,carbon_emission_tco2,route_efficiency_score,warehouse_capacity_t,inventory_turnover_ratio,stockout_probability,date,year,quarter,month,month_name,week,day,fiscal_year,ev_market_growth_pct,battery_demand_growth_pct,manufacturing_dependency_score,infrastructure_score,logistics_risk_score,inventory_risk_score,overall_supply_chain_score
Germany,51.17,10.45,Western Europe,Europe,2509235,420592,26427.96,22,172.38,31194,123501,95.7,65097.8,63700.65,99028.03,21323.82,35.32,2.65,84.2,156468.11,5.67,79635,51983,80738,108685,321041,20.57,81.5,58.7,51.8,0.6,0.09,High,82,81.11,279.09,133.65,5.4,303.09,37.02,83.45,55.7,17.69,Road,2153.9,287.11,73.52,182.8,72.63,70980.12,7.02,0.07,14-08-2024,2024,Q3,8,August,33,14,2024,5.99,29.85,83.92,46.07,40.85,79.42,60.5
Canada,56.13,-106.35,North America,North America,417633,82707,7055.41,6,62.71,6664,18436,71.4,-18203.21,-16874.9,-18045.3,-46540.96,42.33,5.65,71.6,52150.4,5.63,152106,71784,176166,107283,507339,72.41,29.66,30.4,31.4,0.7,0.05,Medium,96.21,252.48,175.1,57.74,17.9,291.43,82.84,83.25,96.9,20.62,Sea,2695.4,156.56,77.92,125.05,87.28,15852.45,11.07,0.13,17-05-2025,2025,Q2,5,May,20,17,2025,28.03,11.84,20.76,56.48,54.66,14.24,77.39
France,46.23,2.21,Western Europe,Europe,1867609,249423,9293.38,14,121.88,17759,95229,81,72495.58,60249.71,32185.62,30010.11,37.41,1.05,31.5,51366.26,4.14,245104,16446,56917,88763,407230,53.16,49.72,43.6,17.5,0.33,0.05,Medium,71.67,155.95,32.06,57.25,15.2,511.93,81.58,42.77,94.7,22.69,Sea,437,100.32,96.35,39.21,68.17,76033.96,14.55,0.19,27-02-2025,2025,Q1,2,February,9,27,2024,8.99,7.33,84.94,67.47,94.65,40.51,65.93
Norway,60.47,8.47,Northern Europe,Europe,805484,128052,8912.29,3,16.03,8435,26101,76.4,6641.27,4637.52,7391.72,18919.79,21.65,1.23,15.8,11421.97,3.6,51959,22804,135718,39140,249621,80.54,20.13,50.3,79.8,0.49,0.39,High,75.94,270.36,222.79,131.26,20.2,510.75,33.13,62.95,48.5,5.6,Rail,3587,276.28,91.5,344.26,45.4,99114.68,5.4,0.14,07-03-2024,2024,Q1,3,March,10,7,2023,19.75,13.51,68.41,61.17,23.34,82.2,58.05
South Korea,36.5,127.75,Eastern Asia,Asia,853848,150426,12308.46,22,216.45,14054,64178,97.2,36408.02,155101.72,135701.95,86809.09,31.71,1.15,25.2,91301.81,3.54,228033,52952,169482,109816,560283,12.94,89.01,58.8,41.3,0.56,0.16,High,84.89,56.09,31.64,67.66,11.4,189.45,43.01,82.67,54.9,34.56,Sea,3591.8,158.48,85,129.41,60.78,29923.33,14.28,0.08,08-09-2024,2024,Q3,9,September,36,8,2024,6.41,33.65,71.97,43.62,71.62,52.88,57.62
Australia,-25.27,133.77,Oceania,Oceania,264157,49164,4061.57,4,45.16,5208,28258,60.9,-38740.04,-9744.98,-43172.04,-13763.48,22.22,1.44,37.6,15218.11,3.92,66502,3291,8187,184367,262347,12.92,88.07,49.6,30.4,0.73,0.05,Medium,69.96,151.19,253.06,97.03,4.7,229.54,49.06,48.44,54.2,28.71,Road,271.3,66.99,81.63,7.57,69.83,100915.2,5.08,0.39,27-02-2025,2025,Q1,2,February,9,27,2024,37.78,17.98,86.38,95.26,92.95,6.1,71.36
Chile,-35.68,-71.54,South America,South America,81127,18976,1580.03,1,9.4,903,5107,57.1,-13176.27,-7607.85,-6802.44,-16778.86,23.98,3.89,69.8,3638.74,4.65,221660,45471,8646,63697,339474,88.62,8.38,9.9,12.3,0.91,0.01,Low,65.37,264.63,59.79,87.15,22.4,393.73,10.41,79.41,24.5,18.09,Air,576.2,304.55,71.75,57.5,67.21,113366.99,2.59,0.41,12-04-2025,2025,Q2,4,April,15,12,2025,42.05,30.52,47.02,90.69,50.46,11.92,78.34
Germany,51.17,10.45,Western Europe,Europe,2273664,383067,22471.56,22,175.46,28392,105036,88.1,49079.4,22934.3,25320.89,99655.4,37.37,1.42,88.9,62398.08,4.91,4400,23256,177291,69126,274073,10.94,86.34,64.2,85.1,0.86,0.12,High,60.88,25.69,19.13,106.7,19.1,332.59,46.99,37.28,62.7,17.58,Air,3519.9,263.09,78.9,327.76,69.56,21847.18,4.28,0.15,30-08-2025,2025,Q3,8,August,35,30,2025,23.7,8.49,76.78,49.7,88.83,56.29,53.98
China,35.86,104.19,Eastern Asia,Asia,11110544,1208814,78898.87,102,585.19,239577,1246400,96,522173.91,290188.37,477846.47,140087.07,34.08,0.71,40.7,536675.53,4.69,192590,14345,120815,98167,425917,46.91,54.22,46.8,64.2,0.82,0.1,Medium,74.17,263.32,170.09,127.56,8.7,609.44,31.15,69.38,38.2,12.38,Sea,309.8,192.28,72.31,9.93,74.64,8024.56,11.74,0.43,01-02-2024,2024,Q1,2,February,5,1,2023,19.47,16.57,78.71,68.46,27.5,10.96,67.62
France,46.23,2.21,Western Europe,Europe,1713488,260305,20797.42,14,121.38,14909,85970,80.8,54854.11,23149.61,87176.08,70734.08,31.84,0.79,37.7,137013.97,4.04,46996,51357,120704,38799,257856,76.48,24.98,44.8,90.9,0.86,0.1,Medium,96.39,74,27.88,138.27,12.6,437.97,68.65,83.04,85.8,13.22,Air,641.4,186.74,96.88,18.43,82.39,91501.37,7.69,0.35,12-02-2024,2024,Q1,2,February,7,12,2023,7,38.04,70.77,71.43,53.42,37.4,76.35
Brazil,-14.24,-51.93,South America,South America,183176,38312,1565.64,3,14.32,2283,18865,52.4,6925.28,7450,6201.53,5384.35,34.06,0.39,23.8,11397.53,2.27,203968,74379,169768,139290,587405,59.54,41.44,27.3,22.1,0.83,0.04,Medium,82.82,29.99,15.97,128.3,25.3,229.72,84.57,34,95.7,12.5,Sea,135.3,57.31,86.99,8.73,63.61,100069.73,13.24,0.34,07-04-2025,2025,Q2,4,April,15,7,2025,13.42,13.76,30.28,58.56,83.56,12.73,69.42
Chile,-35.68,-71.54,South America,South America,92949,19609,1613.38,2,9.69,933,5837,57.1,-3263.1,-2081.26,-14699.87,-13203.96,38.56,6.72,88.5,4774.79,5.57,75266,89322,170268,118687,453543,30.79,70.93,73.6,91.4,0.44,0.36,High,84.95,74.78,32.18,139.97,25.1,418.03,51.63,45.21,70.1,21.36,Air,1614.8,285.71,71.32,150.45,63.63,56518.59,3.41,0.44,14-02-2024,2024,Q1,2,February,7,14,2023,30.97,38.33,60.47,55.24,42.63,77.07,57.56
Japan,36.2,138.25,Eastern Asia,Asia,1888687,235118,16488.3,18,155.94,19190,95902,80.1,46436.8,65897.52,56728.84,23214.34,37.67,5.51,84.8,59534.71,4.75,179732,53884,85023,51375,370014,95.1,6.86,39.5,92.2,0.84,0.09,Medium,78.51,69.13,113.26,96.61,19.8,466.44,54.46,78.38,68.8,23.85,Rail,1249.6,260.21,86.56,148.3,58.52,73664.29,9.1,0.35,28-07-2025,2025,Q3,7,July,31,28,2025,19.55,37.33,48.95,67.37,50.56,55.55,66.23
South Korea,36.5,127.75,Eastern Asia,Asia,841690,178046,14809.29,22,226.41,14546,58906,98.2,43392.91,92821.89,22957.97,206983.62,31.67,3.32,72.1,50313.32,5.26,235328,15776,141255,153890,546249,25.89,73.02,68.3,67.3,0.36,0.25,High,78.22,185.23,110.15,63.51,4.8,541.54,8.51,29.72,21.3,4.9,Sea,140.5,287.65,70.33,14.69,68.85,95565.48,13.09,0.06,10-06-2024,2024,Q2,6,June,24,10,2024,35.03,14.35,37.11,44.75,71.85,19.34,55.88
India,20.59,78.96,Southern Asia,Asia,379681,157842,9982.74,9,55.39,8520,58858,59.9,25013.11,31221.22,23038.52,59555.64,27.47,2.75,81.2,69231.39,5.54,5066,85299,108724,116978,316067,74.75,25.51,37.8,36.3,0.46,0.1,Medium,74.07,24.1,34.79,103.32,21.2,401.54,8.37,48.59,20.1,14.9,Sea,3948.4,72.88,84.38,246.85,45.23,53058.77,15.2,0.16,14-09-2025,2025,Q3,9,September,37,14,2025,19.78,30.54,25.98,95.02,61.06,61.59,69.13
Germany,51.17,10.45,Western Europe,Europe,2178725,407536,35001.53,22,184.83,25890,139095,85.4,10183.1,109278.96,16112.26,36219.41,30.02,3.06,70.5,91111.31,5.74,29052,58875,133321,188691,409939,22.54,76.15,46.3,30.3,0.7,0.06,Medium,75.98,293.94,297.49,71.3,23.3,439.43,42.7,25.72,60.8,10.73,Air,1453.2,71.94,82.59,131.9,60.62,1010.04,13.73,0.36,16-05-2024,2024,Q2,5,May,20,16,2024,13.39,17.57,89.34,58.84,85.82,40.96,62.28
France,46.23,2.21,Western Europe,Europe,1663372,236342,18596.3,13,99.16,17567,85685,84.2,57643.06,62258.92,26585.71,101546.53,24,2.98,70.1,38465.39,4.94,57277,76865,61278,7277,202697,70.36,29.55,33.2,65.4,1,0,Medium,88.04,312.53,295.1,93.99,6.6,635.29,48.13,40.54,65.7,22.35,Sea,2877.3,77.32,73.7,134.87,97.06,38758.67,17.43,0.27,11-12-2024,2024,Q4,12,December,50,11,2024,40.3,23.99,65.52,53.08,13.46,17.52,76.25
Norway,60.47,8.47,Northern Europe,Europe,965636,122659,11095.59,3,15.48,7462,23003,80.3,18217.09,12930.06,810.67,19971.92,33.79,0.99,57.6,62923.62,5.28,243501,10001,3713,38931,296146,40.57,58.71,52.2,54.3,0.58,0.12,High,91.79,44.48,280.54,116.41,19.5,128.12,14.84,40.96,21.9,10.49,Road,4144.6,190.83,88.69,459.7,81.03,65118.12,7.53,0.21,15-03-2025,2025,Q1,3,March,11,15,2024,23.94,14.6,70.96,95.25,40.91,45.87,78.97
South Korea,36.5,127.75,Eastern Asia,Asia,865162,165915,9254.8,21,192.62,14681,67142,97.6,56134.49,57843.65,90331.85,32563.88,36.29,1.94,52.7,65999.42,4.46,230774,34205,147750,69801,482530,61.23,38.79,47.6,65.5,0.63,0.17,Medium,73.17,70.81,47.9,76.95,4,237.41,34.34,25.7,49.6,14.23,Road,624,303.79,73.94,43.98,57.74,39254.36,17.11,0.21,07-10-2025,2025,Q4,10,October,41,7,2025,42.7,16.94,54.62,83.25,73.59,18.83,66.64
Germany,51.17,10.45,Western Europe,Europe,2527908,359619,31017.25,21,160.28,23656,128369,86.5,138046.27,88750.68,74003.64,5368.23,37.46,2.55,62.3,57488.05,5.09,116871,73477,49475,87301,327124,40.86,56.91,56.3,67.9,0.58,0.21,High,89.54,52.44,208.19,132.83,9.9,379.49,20.54,71.23,32.7,3.96,Road,2047.6,274.29,98.52,229.21,47.17,29300.2,6.34,0.42,06-07-2024,2024,Q3,7,July,27,6,2024,9.91,39.72,54.35,52.22,44.36,59.17,58.16
United States,39.83,-98.58,North America,North America,5273359,777500,72204.76,38,361.04,51407,198675,109.2,250861.66,183751.46,328630.69,325536.64,23.91,0.28,19.3,532422.82,2.02,238664,16778,137901,35433,428776,93.13,6.45,42.7,83.7,0.63,0.15,Medium,60.9,333.49,123.21,115.64,4,454.54,35.87,66.85,50.8,16.75,Sea,3099.9,157.15,73.76,92.49,55.07,6512.88,13.24,0.1,15-01-2024,2024,Q1,1,January,3,15,2023,25.41,37.49,76.83,47.62,34.88,14.2,55.22
India,20.59,78.96,Southern Asia,Asia,395023,168977,7088.76,8,52.33,8259,79761,60.4,40310.66,4239.14,30286.84,29484.81,31.4,3.58,71.2,19249.86,5.45,160596,86399,146334,42531,435860,82.47,17.22,19.7,26.2,0.85,0.02,Low,56.94,120.22,109.56,107.38,17.6,602.49,42.85,70.76,56.5,30.98,Road,2621.9,299.69,91.4,194.47,53.56,84771.02,15.9,0.34,19-03-2024,2024,Q1,3,March,12,19,2023,35.31,31.81,57.99,90.3,16,13.54,70.28
South Africa,-30.56,22.94,Southern Africa,Africa,71543,11726,962.98,2,6.26,676,3578,55.2,-8001.35,-1195.22,-11559.07,-6608.9,34.09,2.13,34.1,4633.72,4.54,160665,9274,59934,160601,390474,61.5,37.42,35.2,57.2,0.93,0.04,Medium,70.56,168.84,272.29,99.27,25.8,234.51,28.32,60.32,38.3,7.8,Sea,610.7,76.47,84.08,31.5,67.98,110081.92,7.88,0.16,04-03-2025,2025,Q1,3,March,10,4,2024,34.06,28.97,78.94,69.89,21.29,34.28,68.31
Chile,-35.68,-71.54,South America,South America,97356,17281,735.55,1,10.72,756,5009,59.6,-13807.52,-5605.2,-10970.5,-3022.26,25.29,2.61,73.5,2648.7,4.84,104706,12493,53289,74861,245349,80.71,21.5,41.2,52.5,0.49,0.11,Medium,67.23,124.13,79.62,92.83,17.9,468.25,62.11,80.36,73.2,5.97,Sea,3761.6,106.15,70.04,241.17,76.29,117693.2,11.1,0.11,12-07-2024,2024,Q3,7,July,28,12,2024,27.14,39.85,71.35,67.68,66.4,86.08,67.5
United Kingdom,55.38,-3.44,Northern Europe,Europe,1544116,215278,11852.49,11,99,12972,81425,76.8,71942.81,63855.06,36054.77,21975.03,19.25,1.56,50.2,38160.19,5.48,175298,62291,22915,14896,275400,49.21,49.87,43.8,19.7,0.35,0.11,Medium,55.37,280.72,182.88,96.62,19.6,586.87,88.46,62.35,96.4,2.68,Air,3091.6,233.45,73.6,99.19,59.53,63915.48,8.66,0.44,13-11-2025,2025,Q4,11,November,46,13,2025,31.04,26.68,89.51,65.32,30.33,47.33,59.11
Brazil,-14.24,-51.93,South America,South America,195414,44637,3485.86,3,15.39,2842,17390,61.4,1197.94,5156.97,6233.36,20669,40.63,1.72,47,21317.16,5.23,166675,18334,78409,152919,416337,47.38,52.94,42.3,64.4,0.96,0.03,Medium,63.34,217.31,284.7,89.9,24.3,569.41,40.72,55.91,60.4,18.48,Sea,2186.8,314.04,86.59,132.37,56.06,41959.15,14.46,0.32,21-08-2024,2024,Q3,8,August,34,21,2024,41.07,11.75,65.17,79.6,12.72,84.91,64.18
South Korea,36.5,127.75,Eastern Asia,Asia,927079,174944,17480.41,20,188.48,15455,53161,97.6,222361.5,81597.47,95433.79,167862.57,36.93,0.64,15.8,52320.87,4.09,159388,43293,75926,47220,325827,40.29,56.85,49.9,20.5,0.24,0.15,Medium,65.87,259.22,113.35,102.1,15.4,729.91,66.02,77.85,81.4,9.46,Sea,549.9,125.87,96.78,52.84,81.56,87600.51,6.09,0.43,16-06-2024,2024,Q2,6,June,24,16,2024,33.48,33.51,87.28,77.76,94.45,30.82,68.82
Norway,60.47,8.47,Northern Europe,Europe,938372,115825,5451.71,3,17.1,7453,26072,76.7,16254.77,7819.53,702.38,7593.82,35.79,4.56,75.6,19207.74,4.45,121477,15006,23647,110184,270314,57.79,44.06,31.1,21.6,0.73,0.04,Medium,61.33,237.15,22.13,126.27,17,677.51,55.3,50.63,63.5,9.37,Rail,3123.4,79.47,83.42,339.86,88.24,98197.09,12.76,0.39,17-01-2025,2025,Q1,1,January,3,17,2024,25.71,8.25,23.94,68.85,70.05,81.02,71.83
United States,39.83,-98.58,North America,North America,4762864,693761,48707.36,35,340.81,54066,219044,115.6,211448.35,83517.78,148385.68,86020.88,36.25,2.51,75.9,102141.52,4.98,152378,16588,35664,86953,291583,84.59,15.89,39.8,73.9,0.72,0.19,Medium,82.65,39.79,39.53,57.33,5.2,458.64,11.05,40.8,20.3,9.62,Sea,528.8,55.15,96.06,34.79,97.14,73190.26,10.08,0.37,06-03-2025,2025,Q1,3,March,10,6,2024,20.02,16.95,61.05,47.13,81.37,85.5,71.78
South Africa,-30.56,22.94,Southern Africa,Africa,67721,12526,761.12,0,5.68,848,2749,56.4,-1436.62,-1461.38,-18262.6,-11869.48,43.16,2.02,43.4,2383.15,4.29,205399,46941,87617,171377,511334,48.23,51.02,43,48.7,0.73,0.12,Medium,83.23,244.61,88.28,112.93,14.7,634.97,49.87,29.56,63.4,25.19,Air,2028.5,197.99,82.14,140.1,66.08,78381.83,4.74,0.43,12-02-2025,2025,Q1,2,February,7,12,2024,12.73,6.24,31.66,68.94,17.71,18.7,68.81
Australia,-25.27,133.77,Oceania,Oceania,247288,52793,4196.65,4,45.46,5146,24256,65.6,-25076.99,-26477.5,-20326.75,-47561.68,43.93,1.47,22.3,30146.59,2.78,206558,10573,19850,52377,289358,23.04,76.62,62.7,81.9,0.76,0.17,High,70.62,119.74,292.53,120.15,17.4,490.72,88.61,78.3,94.5,10.99,Sea,256.2,127.84,72.52,7.05,85.17,26423.71,8.83,0.43,20-06-2024,2024,Q2,6,June,25,20,2024,9.43,36.28,22.82,87.43,91.36,72.42,70.13
Chile,-35.68,-71.54,South America,South America,90643,17781,1456.49,0,11.28,910,5346,62.1,-10445.04,-2299.92,-1559.69,-13317.4,40.34,0.59,51.2,3033.82,4.69,97810,76371,140745,1699,316625,15.12,84.24,61,37,0.38,0.23,High,96.95,254.57,156.74,83.87,1.1,451.27,82.65,52.56,88.5,31.44,Road,1811.3,28.08,99.36,166.35,57.42,73263.57,11.06,0.45,13-01-2025,2025,Q1,1,January,3,13,2024,43.64,33.24,94.3,74.48,30.11,55.06,66.96
Germany,51.17,10.45,Western Europe,Europe,2127730,433176,40915.6,26,166.78,26201,123067,90,105638.66,23708.36,49087.24,86892.49,25.3,4.46,64.1,211629.34,5.88,182497,66848,122293,147923,519561,49.62,52.46,37.8,14.5,0.52,0.04,Medium,82.71,263.15,5.39,89.6,23.4,523.14,20.93,55.56,29.7,23.64,Rail,1722.6,254.46,82.56,149.4,95.21,113616.66,5.22,0.29,08-05-2024,2024,Q2,5,May,19,8,2024,25.13,19.16,52.33,80.9,71.59,60.04,80.25
Norway,60.47,8.47,Northern Europe,Europe,923522,122615,10218.6,2,15.67,7994,26487,79.9,20108.62,12675.09,17343.66,9293.33,44.29,1.27,35.5,72527.29,4.26,50015,358,900,78201,129474,91.9,10.5,55.8,93.3,0.35,0.29,High,92.96,290.85,59.78,61.68,22.3,403.27,51.04,33.83,57.7,11.63,Sea,2652.5,246.82,75.02,279.8,83.15,32526.83,16.49,0.12,16-09-2025,2025,Q3,9,September,38,16,2025,6.15,10,68.41,63.37,52.85,16.91,70.92
United States,39.83,-98.58,North America,North America,5161363,756390,30439.18,42,337.89,44799,174022,109,127506.89,18392.93,253012.56,72961.45,43.6,1.98,69.6,114742.84,4.03,65716,45299,173248,54655,338918,26.33,71.31,40.5,12.7,0.63,0.05,Medium,74.72,130.03,150.96,85.83,1.9,156.63,13.73,34.88,30,20.76,Road,3604.7,106.31,90.43,388.3,48.65,43283.31,9.92,0.16,04-07-2024,2024,Q3,7,July,27,4,2024,5.22,35.24,92.95,41.42,22.21,86.55,56.07
South Korea,36.5,127.75,Eastern Asia,Asia,853093,173558,15193.84,27,203.12,14280,68656,94.9,186531.15,138891.28,44574.4,193699.25,29.26,1.96,67.1,31255.8,5.25,177608,82790,132960,199881,593239,67.51,29.94,48.7,45.9,0.26,0.19,Medium,94.52,248.45,62.62,64.75,3.5,643.86,82.28,50.7,98.8,22.68,Air,3333.9,89.14,80.77,248.95,95.51,70411.33,13.4,0.34,17-07-2024,2024,Q3,7,July,29,17,2024,6.77,29.74,54.01,90.01,80.16,57.53,82.83
Indonesia,-0.79,113.92,Southeast Asia,Asia,138469,33336,2581.78,5,63.49,2259,11974,75.6,-74633.24,-17372.1,-6386.98,-60035.98,41.11,0.53,73.5,3712.46,5.42,10702,38653,91951,53173,194479,59.41,40.81,58.3,65,0.29,0.34,High,93.43,89.95,233.75,110.04,10.7,119.84,44.84,28.76,62.4,15.69,Rail,647.2,86.59,99.44,43.61,48.23,15245.02,17.57,0.41,31-07-2025,2025,Q3,7,July,31,31,2025,24.3,18.78,69.24,51.65,94.96,43.66,58.75
South Africa,-30.56,22.94,Southern Africa,Africa,69189,11656,918.47,1,6.73,723,4003,55.7,-6292.7,-1241.55,-8020.48,-19406.16,31.36,2.12,68.8,4058.85,4.37,207864,46246,75220,71704,401034,43.35,58.6,48.5,39.7,0.53,0.16,Medium,89.19,89.24,291.33,81.89,3,196.63,70.84,36.66,76.5,17.06,Air,2805.7,113.8,92.81,116.53,92.57,81380.88,15.31,0.13,16-05-2025,2025,Q2,5,May,20,16,2025,6.84,4.12,20.01,66.48,14.2,11.61,74.94
United States,39.83,-98.58,North America,North America,4665651,709186,36275.71,35,372.73,55044,186662,104.8,158382.45,154817.49,313821.98,200602.31,35.27,4.4,74.1,229567.61,4.92,224021,54008,139590,64962,482581,86.88,15.42,56.6,85.4,0.29,0.39,High,66.99,129.77,80.42,66.09,6.7,581.68,45.95,38.13,62.5,15.28,Air,1567.5,219.56,82.29,86.16,59.46,95869.11,11.69,0.27,27-05-2025,2025,Q2,5,May,22,27,2025,5.95,28.91,93.58,64.66,23.35,87.94,58.63
South Africa,-30.56,22.94,Southern Africa,Africa,68026,11480,479.48,2,6.42,724,3607,49.3,-8277.36,-10409.61,-10587.41,-7878.65,31.23,2.07,27,576.21,3.9,243196,60610,152670,134138,590614,62.25,40.02,31.7,13.8,0.57,0.06,Medium,94.47,309.99,154.68,120.15,23.5,465.61,62.3,53,78.5,33.13,Sea,2885.5,189.53,85.08,318.86,72.46,67489.88,5.6,0.29,10-02-2025,2025,Q1,2,February,7,10,2024,7.16,4.67,40.2,65.44,21.62,86.22,75.17
Indonesia,-0.79,113.92,Southeast Asia,Asia,145822,36766,1868.68,4,67.98,2408,11287,74.5,-75717.54,-18425.42,-63033.21,-27831.22,35.77,0.63,53.2,6385.18,3.72,78205,70926,139777,102919,391827,26.2,73.57,77.8,91.4,0.33,0.59,Critical,60.09,204.06,298.47,78.6,3.3,268.54,13.02,70.25,31.1,28.21,Sea,657,199.97,75.02,17.42,55.01,118244.01,14.98,0.02,14-10-2024,2024,Q4,10,October,42,14,2024,31.27,37.84,27.22,49.09,76.1,28.98,46.6
Norway,60.47,8.47,Northern Europe,Europe,957658,124297,6180.24,3,14.89,7676,27815,80.6,8415.14,5873.05,6232.79,10444.41,35.8,4.2,58.1,45246.83,5.54,169680,79986,171793,74232,495691,41.7,57.12,57.5,46.3,0.29,0.25,High,74.96,239.75,136.89,115.98,26.1,416.22,47.08,30.35,58.5,5.49,Rail,1649.6,144.53,94.01,68.47,63.85,79188.68,5.01,0.34,05-02-2025,2025,Q1,2,February,6,5,2024,5.73,9.37,51.6,70.09,20.3,89.95,62.85
United Kingdom,55.38,-3.44,Northern Europe,Europe,1615446,216481,11384.42,13,122.15,15034,78852,78.7,130641.96,13761.75,15800.32,90432.89,30.17,1.42,39.9,20114.34,3.32,14289,86688,82375,58284,241636,71.63,27.3,28.4,34.2,0.77,0.07,Medium,83.51,195.18,167.9,64.09,5,535.19,51.76,30.36,66.6,31.76,Sea,2304.9,262.57,99.09,134.78,46.38,48722.59,12.44,0.35,16-11-2025,2025,Q4,11,November,46,16,2025,31.35,22.09,44.78,82.58,64.21,88.27,71.02
Canada,56.13,-106.35,North America,North America,396204,66409,3761.74,6,64.92,6207,22369,68.6,-77144.23,-37192.85,-21132.5,-32746.9,20.99,3.15,60.8,18421.56,5.79,220442,61456,93080,33713,408691,74.41,26.64,25.7,12.5,0.6,0.04,Medium,73.81,191.32,148.8,125.89,20.7,517.26,7.93,75.36,24.8,6.6,Rail,446.5,195.19,70.27,15.18,70.07,99830.67,15.15,0.15,12-06-2025,2025,Q2,6,June,24,12,2025,3.63,38.87,72.9,63.79,20.69,19.5,70.49
Norway,60.47,8.47,Northern Europe,Europe,934835,107205,4855.55,2,16.74,7202,25260,71.3,1357.2,13740.4,3360.04,19597.98,42.39,2.59,66.5,18614.65,4.64,34337,31449,119829,102600,288215,21.38,76.47,47.3,30.5,0.67,0.07,Medium,59.87,11.5,130.97,55.02,14,261.32,46.65,28.29,59.9,19.87,Sea,348.6,299.95,72.31,7.63,93.6,16776.79,2.41,0.04,11-03-2025,2025,Q1,3,March,11,11,2024,5.57,36.98,91.1,96.68,90.87,57.17,75.71
South Korea,36.5,127.75,Eastern Asia,Asia,883092,200136,18089.29,21,238,13884,62356,91.8,264202.09,159956.18,81463.25,241242.97,28.18,0.29,39.8,24309.33,2.99,204632,37644,62162,66635,371073,72.18,26.4,39.3,21.5,0.25,0.15,Medium,66.93,106.47,24.72,93.15,7.5,209.88,34.09,69.24,49.5,18.3,Air,527.9,97.39,82.09,58.98,45.19,17731.63,14.92,0.43,30-03-2025,2025,Q1,3,March,13,30,2024,27.24,7.48,45.42,56.6,30.71,63.83,57.36
South Korea,36.5,127.75,Eastern Asia,Asia,852525,203314,13817.33,24,203.39,13691,64373,90.7,226296.86,70669.41,151376.89,65447.46,18.79,3,41.2,74486.85,4.71,73209,57733,94557,75345,300844,59.67,41.51,56.5,90.7,0.66,0.31,High,70.48,127.74,110.24,85.17,8.1,238.42,21.86,46.19,39.9,4.67,Sea,2418.7,67.31,89,81.75,69.65,52391.06,14.49,0.06,15-05-2025,2025,Q2,5,May,20,15,2025,30.69,11.71,73.31,54.98,64.48,64.45,59.65
United States,39.83,-98.58,North America,North America,4965612,793869,70606.96,50,312.16,53949,205554,113,289517.32,180812.99,174633.71,13246.02,29.71,0.96,23.1,456022.86,2.99,236373,58910,149106,63930,508319,44.46,56.95,32.7,34,0.97,0,Medium,97.85,2.85,190.46,65.51,7.9,448.44,38.43,65.93,55,6.82,Road,4863.8,133.99,91.79,122.83,73.6,29760.77,8.37,0.16,06-05-2024,2024,Q2,5,May,19,6,2024,44.57,6.23,43.21,63.41,69.95,55.58,75.54
United States,39.83,-98.58,North America,North America,5283729,737404,34133.33,44,337.58,50931,233165,111.3,93434.89,78321.82,205144.58,22266.97,42.87,2.19,42.3,130535.59,4.58,234012,35718,147774,115804,533308,63.67,39.09,51.8,64.3,0.48,0.26,High,71.36,4.64,272.77,107.35,14.6,84.47,81.58,58.99,92.7,29.23,Rail,1196,64.41,81.96,43.81,87.31,107568.47,14.56,0.45,04-03-2025,2025,Q1,3,March,10,4,2024,4.32,15.33,80.55,70.54,64.1,11.43,69.35
United States,39.83,-98.58,North America,North America,5464688,689548,34116.59,43,294.42,57693,267970,108.2,240586.94,171674.99,150522.41,104161.29,20.06,5.94,75.1,53796.28,6.32,205441,74144,78270,205876,563731,25.44,75.03,62.9,79.9,0.71,0.23,High,76.61,243,118.98,132.19,5.9,493.96,19.83,65.91,25.4,23.84,Road,2851.8,70.59,70.79,249.48,65.86,58521.21,4.37,0.28,26-01-2025,2025,Q1,1,January,4,26,2024,27.89,10.95,84.82,78.3,62.16,68.42,64.47
South Africa,-30.56,22.94,Southern Africa,Africa,62719,11297,612.92,2,6.21,669,3920,57.8,-6197.46,-3680.25,-669.91,-15369.31,26.41,1.01,21.7,2272.25,2.64,144483,73996,170743,44700,433922,65.11,36.71,37.7,43.6,0.68,0.09,Medium,62.81,312.36,299.34,95.91,16.3,558.17,67.34,29.31,84.6,7.89,Road,1393.1,39.45,80.83,144.4,75.69,5680.61,2.16,0.42,24-07-2025,2025,Q3,7,July,30,24,2025,27.92,32.87,72.07,91.41,14.57,61.77,73.05
